"EnsemblID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000197329",70.6977828423311,0.780954500859444,0.319087042088814,2.44746541804752,0.0143864930317897,0.0274492195088671
"ENSG00000204209",1318.64167487852,-0.219367054606276,0.0896697137300072,-2.44638959444862,0.0144294983403598,0.0275273885394589
"ENSG00000128487",495.940059010291,0.289816408984229,0.118486486731093,2.4459870233301,0.0144456199701078,0.0275550803165215
"ENSG00000173928",35.4419035798233,-0.989471491343241,0.404617099255668,-2.44545149763435,0.0144670906060109,0.0275929680544614
"ENSG00000265293",9.85415117494454,1.98092067134116,0.810178186167523,2.4450432079784,0.0144834789153804,0.0276207122841906
"ENSG00000275297",10.2214325136667,-2.21793807295777,0.90712883258494,-2.44500890423422,0.0144848565761247,0.0276207122841906
"ENSG00000250575",9.40946967828067,-2.27148225419488,0.929062881806764,-2.44491766776592,0.0144885212545996,0.0276246302574086
"ENSG00000052749",2198.6035183184,0.197160974850765,0.0806653620249729,2.44418384671387,0.0145180262550932,0.027677810498321
"ENSG00000119922",293.633279269233,-0.357826695770486,0.146477540505512,-2.44287755334764,0.0145706799689128,0.0277751057556499
"ENSG00000293473",138.475398339504,-0.499178948358015,0.204365132705538,-2.44258373113608,0.0145825464419476,0.0277946380638677
"ENSG00000181904",1311.44063055146,-0.347104899910861,0.142169128519342,-2.44149277361321,0.01462668106296,0.0278756629654857
"ENSG00000215908",6.64692451128173,-2.76251729288003,1.1315573220938,-2.44134100760211,0.0146328300685086,0.0278842845752412
"ENSG00000174945",23.6610361697315,-1.53682787122932,0.629564521932726,-2.44109669094971,0.0146427336758068,0.0279000582353684
"ENSG00000106415",30.057954454534,-1.18575843514419,0.485907505397651,-2.4402966037205,0.0146752073415371,0.0279588282884848
"ENSG00000122965",923.814692230769,-0.21634852423219,0.0886777190813944,-2.43971683612668,0.0146987784004686,0.0280006261569046
"ENSG00000124228",2076.72621853756,0.164084296365585,0.0672743519539596,2.4390319876716,0.0147266646177833,0.0280506340488372
